id,temp_ambiente,umidade,carga_termica,setpoint,temp_fria,erro,peltier_pwm,fan_pwm,potencia_estimada,modo_operacao,estavel,temp_fria_prox
288,25.27,48.09,32.58,10.96,5.78,5.18,92.06,100.0,29.68,cooling,0,4.51
289,24.6,54.58,21.09,8.23,17.92,-9.69,37.33,54.91,11.1,heating,0,17.18
290,22.63,59.5,29.94,8.72,13.5,-4.78,44.12,56.62,17.82,heating,0,13.6
291,23.54,62.69,33.81,9.89,3.07,6.82,98.66,100.0,31.19,cooling,0,2.3
292,22.92,53.8,27.29,7.95,0.07,7.88,100.0,100.0,31.32,cooling,0,-0.46
293,22.71,54.91,15.88,8.89,-2.46,11.34,100.0,100.0,30.26,cooling,0,-2.83
294,25.84,50.95,19.26,9.95,11.64,-1.69,66.17,83.06,24.03,hold,0,11.42
295,24.77,57.86,32.34,7.93,14.92,-6.99,42.84,59.26,14.57,heating,0,15.27
296,22.48,51.55,23.63,8.93,15.6,-6.66,51.41,66.72,15.61,heating,0,14.67
297,25.95,62.52,25.08,9.94,9.02,0.92,75.83,92.92,22.16,hold,0,8.89
298,24.66,44.31,29.05,10.17,0.14,10.04,100.0,100.0,30.85,cooling,0,0.01
299,25.76,55.32,28.69,11.59,4.2,7.39,100.0,100.0,29.04,cooling,0,4.12
300,25.36,60.42,26.25,10.46,19.88,-9.42,37.33,54.91,14.26,heating,0,18.91
301,22.18,59.52,23.4,9.54,5.89,3.65,92.88,100.0,25.25,cooling,0,5.41
302,22.77,78.89,22.79,11.61,11.26,0.35,65.28,79.84,20.31,hold,1,11.69
303,25.62,60.8,29.63,11.03,0.83,10.19,100.0,100.0,32.22,cooling,0,0.28
304,25.32,50.35,27.85,8.67,12.91,-4.23,53.11,63.6,17.62,heating,0,12.87
305,23.94,57.36,23.12,8.4,6.12,2.28,72.98,91.03,21.46,cooling,0,6.13
306,24.25,44.39,30.94,10.59,18.98,-8.39,37.33,54.91,13.52,heating,0,18.2
307,26.78,57.48,23.87,10.12,16.64,-6.52,41.46,58.14,11.67,heating,0,17.35
308,22.7,51.67,19.65,11.04,5.79,5.25,100.0,100.0,30.96,cooling,0,5.38
309,25.18,65.17,20.19,10.84,8.95,1.89,73.1,85.78,24.23,hold,0,8.8
310,23.55,53.86,18.9,10.38,5.32,5.07,98.89,100.0,31.59,cooling,0,3.86
311,23.52,57.2,23.03,11.84,-2.11,13.94,100.0,100.0,29.65,cooling,0,-2.2
312,26.39,53.19,31.82,10.02,2.7,7.32,100.0,100.0,33.39,cooling,0,2.43
313,25.79,71.52,19.92,8.32,11.72,-3.4,58.56,67.08,18.74,heating,0,12.23
314,25.76,55.62,25.72,11.2,12.81,-1.61,59.19,72.72,20.24,hold,0,12.32
315,26.84,72.25,20.78,8.88,11.3,-2.42,50.38,70.77,19.17,heating,0,10.61
316,24.04,64.39,23.1,10.99,7.45,3.54,88.45,100.0,29.77,cooling,0,6.56
317,25.48,61.82,15.8,11.72,18.01,-6.29,37.33,54.91,14.44,heating,0,17.53
318,23.31,60.95,23.33,10.67,10.57,0.1,73.64,94.59,23.48,hold,0,9.53
319,24.7,61.14,23.49,10.27,16.04,-5.78,37.33,54.91,13.79,heating,0,16.49
320,23.71,43.22,27.78,9.72,-5.14,14.86,100.0,100.0,31.43,cooling,0,-4.9
321,24.2,55.95,25.92,9.33,-23.51,32.84,100.0,100.0,28.58,cooling,0,-23.65
322,25.29,64.62,17.62,9.29,12.46,-3.17,55.01,72.59,18.11,heating,0,11.97
323,22.21,57.72,30.95,10.43,-2.15,12.58,100.0,100.0,31.51,cooling,0,-3.57
324,28.55,47.25,25.85,10.89,8.21,2.68,77.44,89.84,25.4,cooling,0,8.19
325,21.8,57.7,25.78,10.6,7.45,3.15,86.72,100.0,26.76,cooling,0,7.69
326,21.34,71.26,24.57,8.67,23.6,-14.93,37.33,54.91,10.68,heating,0,22.87
327,26.51,67.73,21.6,9.86,13.45,-3.59,50.95,69.59,17.6,heating,0,13.14
328,25.72,57.62,25.89,11.05,11.45,-0.4,69.36,81.26,19.18,hold,0,11.26
329,25.35,65.45,27.4,9.78,17.19,-7.4,37.33,54.91,15.12,heating,0,17.84
330,25.36,55.27,14.42,10.03,13.18,-3.15,48.21,61.74,15.0,heating,0,13.04
331,23.96,44.95,21.47,10.97,6.12,4.85,100.0,100.0,31.49,cooling,0,5.57
332,22.03,50.96,23.13,10.53,19.19,-8.66,37.33,54.91,13.32,heating,0,18.96
333,24.16,70.17,26.12,9.52,0.54,8.97,100.0,100.0,32.18,cooling,0,-0.7
334,22.51,55.98,31.59,11.47,12.79,-1.32,67.23,83.75,18.35,hold,0,11.59
335,26.12,56.22,20.11,8.52,-3.2,11.73,100.0,100.0,32.65,cooling,0,-4.02
336,23.67,55.79,21.71,11.87,11.77,0.1,73.53,91.19,23.66,hold,0,11.78
337,22.19,72.8,21.63,8.35,11.68,-3.33,54.57,70.2,16.1,heating,0,11.18
338,23.29,70.65,19.94,7.93,24.36,-16.43,37.33,54.91,10.7,heating,0,23.7
339,24.89,75.23,22.59,11.45,-3.35,14.8,100.0,100.0,30.33,cooling,0,-4.06
340,22.76,56.87,29.12,8.85,4.89,3.96,86.75,100.0,24.43,cooling,0,4.31
341,22.2,60.38,18.47,10.8,17.06,-6.26,37.33,54.91,15.64,heating,0,17.64
342,24.52,46.39,27.12,11.13,12.9,-1.77,54.65,69.21,20.37,hold,0,12.51
343,24.52,69.5,14.68,11.32,11.57,-0.25,74.39,89.45,24.22,hold,0,10.69
344,22.88,49.08,21.34,11.86,1.86,10.0,100.0,100.0,30.55,cooling,0,1.29
345,22.96,59.77,22.7,9.05,4.98,4.07,95.26,100.0,29.18,cooling,0,5.26
346,24.5,49.63,34.4,10.73,20.68,-9.95,37.33,54.91,13.72,heating,0,20.13
347,20.83,53.55,23.02,8.33,9.59,-1.26,62.0,80.0,23.12,hold,0,8.6
348,20.92,51.64,11.76,9.51,13.24,-3.73,48.15,63.15,14.3,heating,0,12.66
349,22.42,53.41,12.95,11.28,9.05,2.23,77.28,87.06,21.95,cooling,0,8.6
350,23.52,53.94,24.82,9.35,-0.09,9.43,100.0,100.0,34.1,cooling,0,-0.27
351,24.67,53.87,28.2,10.25,18.01,-7.77,37.33,54.91,10.15,heating,0,18.28
352,27.21,64.53,26.81,9.9,14.33,-4.44,47.43,64.66,13.21,heating,0,13.59
353,25.86,49.57,25.6,10.47,29.74,-19.28,37.33,54.91,11.71,heating,0,28.82
354,23.64,59.8,31.41,11.78,1.35,10.43,100.0,100.0,27.88,cooling,0,0.63
355,23.95,67.5,21.47,8.09,17.06,-8.97,37.33,54.91,14.42,heating,0,17.17
356,21.8,54.14,29.85,10.18,-1.18,11.36,100.0,100.0,32.71,cooling,0,-2.35
357,23.95,52.56,15.09,11.34,11.38,-0.04,73.23,88.45,21.82,hold,0,10.59
358,23.36,56.32,19.34,9.81,18.38,-8.57,37.33,54.91,14.76,heating,0,17.81
359,24.69,67.21,14.07,8.19,-7.69,15.87,100.0,100.0,33.9,cooling,0,-7.57
360,22.19,59.6,23.01,10.12,8.28,1.85,88.71,100.0,27.39,hold,0,7.93
361,25.12,54.0,24.35,9.2,5.21,3.99,98.13,100.0,29.54,cooling,0,5.08
362,27.33,61.84,25.29,8.49,4.03,4.46,94.53,100.0,33.88,cooling,0,4.22
363,23.75,49.59,24.98,11.28,13.32,-2.04,55.6,68.4,19.12,heating,0,12.82
364,24.87,63.36,19.2,9.97,19.61,-9.65,37.33,54.91,12.71,heating,0,18.75
365,25.49,61.25,23.51,11.62,8.89,2.73,81.72,100.0,28.24,cooling,0,7.81
366,23.12,55.72,15.87,11.11,11.79,-0.68,70.38,88.26,22.72,hold,0,10.39
367,24.48,51.63,32.58,10.66,11.01,-0.35,77.38,86.79,23.2,hold,1,10.27
368,24.02,51.25,22.85,7.89,10.05,-2.16,61.31,74.02,19.55,heating,0,9.52
369,24.2,62.23,21.76,9.59,0.72,8.87,100.0,100.0,33.08,cooling,0,0.58
370,22.3,67.59,33.9,8.66,19.51,-10.84,37.33,54.91,10.15,heating,0,19.2
371,24.04,53.18,17.37,11.53,12.55,-1.02,68.0,78.53,20.82,hold,0,11.86
372,25.08,61.64,18.05,8.57,13.41,-4.83,49.94,68.42,18.75,heating,0,13.08
373,27.15,41.99,18.22,9.02,3.13,5.89,89.53,100.0,26.84,cooling,0,2.2
374,26.08,53.59,24.22,9.95,6.1,3.84,87.15,100.0,30.24,cooling,0,6.14
375,28.68,57.86,27.14,8.93,8.52,0.4,76.77,95.84,26.86,hold,1,7.77
376,22.32,51.08,28.94,8.71,-3.09,11.8,100.0,100.0,30.87,cooling,0,-4.15
377,25.89,50.87,39.64,10.28,-4.4,14.68,100.0,100.0,29.86,cooling,0,-4.39
378,24.39,52.94,11.48,8.23,4.89,3.33,74.52,94.19,22.78,cooling,0,4.83
379,28.76,60.36,28.18,8.1,14.5,-6.39,37.33,55.63,17.53,heating,0,13.55
380,22.23,56.65,21.37,9.37,4.45,4.92,94.25,100.0,33.02,cooling,0,4.29
381,22.16,40.82,21.2,10.77,1.32,9.45,100.0,100.0,31.25,cooling,0,0.37
382,22.68,41.73,21.0,10.1,3.06,7.04,100.0,100.0,29.78,cooling,0,2.27
383,19.36,53.42,19.31,9.57,6.14,3.43,89.7,100.0,28.14,cooling,0,5.6
384,22.84,61.63,34.46,10.14,7.0,3.14,89.05,100.0,28.2,cooling,0,6.72
385,22.34,36.89,29.54,9.34,28.55,-19.21,37.33,54.91,10.15,heating,0,28.27
386,24.32,54.24,24.76,11.63,19.05,-7.41,37.33,54.91,12.36,heating,0,18.75
387,,,,8.09,18.79,-10.7,37.33,54.91,14.84,heating,0,18.33
388,28.08,68.82,15.79,10.58,20.02,-9.44,37.33,54.91,10.15,heating,0,20.02
389,26.06,55.13,16.85,11.45,1.49,9.96,100.0,100.0,32.65,cooling,0,0.92
390,22.73,61.06,11.9,11.1,-0.42,11.52,100.0,100.0,33.75,cooling,0,-0.06
391,22.03,59.19,20.54,8.61,0.57,8.04,100.0,100.0,29.88,cooling,0,0.29
392,25.06,41.65,25.56,9.06,21.44,-12.38,37.33,54.91,15.59,heating,0,20.68
393,21.11,64.03,25.22,10.75,5.35,5.4,93.36,100.0,27.63,cooling,0,4.49
394,27.98,59.76,25.49,8.21,-0.67,8.88,100.0,100.0,31.88,cooling,0,-1.07
395,26.56,62.02,16.38,11.13,6.34,4.79,89.34,100.0,27.19,cooling,0,6.51
396,22.97,88.41,29.31,10.76,7.99,2.77,88.1,100.0,26.82,cooling,0,8.11
397,20.26,42.01,26.02,10.8,12.32,-1.52,63.43,80.44,18.79,hold,0,11.65
398,26.94,71.41,28.9,8.27,12.18,-3.9,50.26,66.25,17.48,heating,0,11.5
399,23.74,55.88,13.57,10.76,2.95,7.81,100.0,100.0,32.7,cooling,0,1.83
400,26.69,60.32,26.44,10.6,15.89,-5.29,37.33,54.91,12.07,heating,0,15.86
401,20.51,57.75,17.68,11.21,4.56,6.65,99.99,100.0,28.28,cooling,0,5.04
402,22.68,54.82,22.3,8.04,8.69,-0.66,65.07,74.97,21.33,hold,0,8.59
403,24.0,53.7,27.74,7.96,15.9,-7.94,37.33,54.91,13.04,heating,0,14.89
404,24.09,60.64,25.15,9.37,4.54,4.83,93.15,100.0,28.51,cooling,0,3.64
405,23.01,46.39,19.65,8.47,5.16,3.31,91.15,100.0,32.08,cooling,0,4.3
406,25.35,63.89,24.66,10.11,15.09,-4.97,47.97,63.31,12.26,heating,0,14.4
407,21.66,54.89,15.68,11.56,2.7,8.86,100.0,100.0,26.57,cooling,0,1.88
408,23.68,49.38,31.34,9.44,6.74,2.7,83.75,98.46,24.66,cooling,0,6.43
409,24.25,54.63,23.42,11.27,14.78,-3.51,49.64,62.05,17.31,heating,0,14.82
410,25.11,67.81,31.15,7.87,27.59,-19.72,37.33,54.91,10.15,heating,0,27.72
411,25.54,53.97,21.55,8.55,15.21,-6.66,44.41,57.65,12.36,heating,0,15.23
412,21.54,60.87,21.56,7.99,14.07,-6.08,44.45,58.33,16.24,heating,0,12.8
413,20.65,52.46,20.16,9.19,14.57,-5.38,45.71,59.74,15.64,heating,0,13.7
414,26.78,63.95,29.74,11.52,0.85,10.67,100.0,100.0,31.75,cooling,0,0.29
415,24.71,63.39,20.48,8.26,11.02,-2.76,59.96,77.72,20.55,heating,0,10.77
416,22.36,72.37,28.38,10.31,9.78,0.53,64.23,78.84,19.42,hold,0,9.82
417,27.37,56.74,22.39,9.69,12.78,-3.09,53.27,71.34,16.22,heating,0,12.56
418,24.24,63.26,13.08,11.64,11.03,0.62,76.0,95.61,25.42,hold,0,10.56
419,26.56,58.86,21.29,8.36,13.28,-4.91,49.13,66.7,13.05,heating,0,13.17
420,24.14,68.1,17.73,8.72,7.37,1.36,80.13,96.73,20.75,hold,0,6.77
421,28.48,52.55,24.82,7.99,10.53,-2.54,58.76,74.74,17.76,heating,0,10.35
422,27.82,63.85,17.67,9.61,-0.47,10.08,100.0,100.0,32.86,cooling,0,-0.34
423,23.45,56.6,30.03,8.99,7.29,1.69,81.15,96.42,25.86,hold,0,6.76
424,26.11,57.6,24.09,11.37,21.92,-10.55,37.33,55.28,13.91,heating,0,21.62
425,25.4,58.81,23.58,10.3,12.76,-2.45,53.51,70.35,13.02,heating,0,12.46
426,26.97,60.05,28.45,10.34,9.85,0.49,72.75,86.67,23.45,hold,0,10.11
427,21.89,57.2,30.25,10.01,26.24,-16.23,37.33,55.02,13.51,heating,0,25.23
428,25.49,59.76,24.5,8.24,-1.61,9.84,100.0,100.0,28.3,cooling,0,-1.18
429,26.3,70.28,20.12,9.66,0.54,9.11,100.0,100.0,32.72,cooling,0,-0.53
430,20.16,65.71,14.26,11.89,24.67,-12.79,37.33,54.91,11.98,heating,0,23.88
431,21.41,64.81,20.61,11.23,10.42,0.8,73.64,89.13,29.23,hold,0,10.28
432,19.54,54.58,21.02,11.46,7.96,3.51,99.4,100.0,26.47,cooling,0,7.71
433,23.4,51.24,25.25,11.18,-0.22,11.4,100.0,100.0,33.74,cooling,0,-1.45
434,25.55,65.47,22.6,8.28,13.86,-5.57,40.33,56.39,12.31,heating,0,13.14
435,27.27,64.86,28.64,8.78,14.69,-5.9,38.52,55.32,10.15,heating,0,14.69
436,24.15,69.47,21.04,7.88,0.67,7.21,100.0,100.0,29.95,cooling,0,1.31
437,27.54,53.44,24.29,9.09,8.83,0.26,69.65,84.2,22.45,hold,0,9.13
438,20.98,56.33,31.53,8.31,7.16,1.15,68.69,80.35,23.68,hold,0,6.63
439,20.28,45.44,26.62,9.77,12.22,-2.45,55.03,73.93,20.95,heating,0,10.62
440,23.87,55.07,24.27,10.59,0.46,10.13,100.0,100.0,33.84,cooling,0,-0.03
441,24.83,65.79,21.1,11.39,20.73,-9.35,37.33,54.91,10.27,heating,0,20.62
442,23.92,54.5,20.92,10.88,17.86,-6.98,46.12,55.73,17.1,heating,0,17.33
443,19.48,63.04,19.65,11.64,6.92,4.72,100.0,100.0,31.78,cooling,0,5.75
444,23.8,56.63,21.46,8.09,8.18,-0.09,65.66,75.79,19.39,hold,1,7.91
445,21.15,60.6,29.03,7.92,8.86,-0.94,61.8,74.55,19.12,hold,0,8.02
446,25.45,49.24,23.32,10.53,3.38,7.15,100.0,100.0,29.58,cooling,0,3.75
447,24.79,58.76,16.74,9.03,6.24,2.79,92.9,100.0,28.94,cooling,0,6.44
448,21.94,35.01,34.95,8.89,7.72,1.17,75.02,88.07,22.05,hold,0,7.58
449,22.87,56.66,26.49,9.2,23.82,-14.62,37.33,54.91,10.15,heating,0,23.47
450,21.68,45.51,16.4,8.95,18.12,-9.17,37.33,54.91,13.16,heating,0,17.49
451,23.85,67.41,22.04,9.93,18.02,-8.1,37.33,54.91,13.46,heating,0,17.75
452,26.07,64.1,25.27,9.64,13.19,-3.55,55.68,71.48,17.33,heating,0,13.71
453,21.84,61.7,34.57,9.93,0.48,9.45,100.0,100.0,33.74,cooling,0,0.34
454,25.09,69.84,18.15,10.57,9.68,0.9,77.91,92.18,23.85,hold,0,9.31
455,22.83,50.77,30.32,9.43,18.33,-8.9,37.33,54.91,11.59,heating,0,18.51
456,22.26,71.59,32.79,8.88,-0.73,9.61,100.0,100.0,32.32,cooling,0,-1.0
457,23.76,65.3,20.95,8.54,15.47,-6.93,39.63,56.16,12.62,heating,0,15.44
458,21.73,56.27,23.0,9.27,29.89,-20.61,37.33,54.91,12.37,heating,0,29.84
459,22.78,66.87,18.57,10.85,19.11,-8.26,37.33,56.2,10.15,heating,0,19.07
460,21.38,49.56,23.43,10.91,22.12,-11.21,37.33,54.91,12.23,heating,0,22.16
461,28.27,51.73,24.41,10.55,11.9,-1.35,71.22,85.15,18.71,hold,0,11.59
462,24.07,53.4,28.47,8.81,18.31,-9.5,37.33,54.91,10.15,heating,0,17.92
463,22.46,54.02,30.99,10.23,3.89,6.34,100.0,100.0,28.33,cooling,0,2.99
464,24.46,49.94,20.25,10.16,16.83,-6.67,39.67,54.91,10.82,heating,0,16.26
465,23.75,67.54,13.13,9.82,15.63,-5.81,48.52,66.64,14.46,heating,0,14.5
466,23.51,56.1,24.5,10.08,12.51,-2.43,57.09,68.38,17.15,heating,0,11.7
467,25.33,60.82,26.33,9.85,21.28,-11.43,37.33,55.32,13.53,heating,0,20.52
468,25.64,53.7,26.08,10.14,5.42,4.72,94.46,100.0,29.78,cooling,0,4.63
469,22.83,44.04,22.71,10.75,8.43,2.32,88.0,100.0,23.6,cooling,0,8.62
470,22.73,60.18,25.35,8.31,10.85,-2.54,56.47,68.44,18.11,heating,0,10.44
471,23.39,43.34,33.47,10.88,1.23,9.66,100.0,100.0,31.64,cooling,0,0.79
472,18.97,57.57,26.85,8.42,11.97,-3.55,44.53,54.91,13.7,heating,0,11.8
473,20.69,47.54,22.44,8.14,-4.67,12.8,100.0,100.0,30.88,cooling,0,-4.37
474,26.97,73.44,21.7,11.79,18.98,-7.19,38.38,55.85,12.9,heating,0,18.47
475,27.58,65.14,23.63,11.72,10.43,1.29,74.84,89.73,24.98,hold,0,9.91
476,23.45,58.92,34.18,8.11,5.58,2.54,79.65,93.79,21.74,cooling,0,5.08
477,25.25,67.86,23.55,9.65,2.9,6.76,100.0,100.0,30.51,cooling,0,2.91
478,24.67,51.57,24.5,8.62,8.02,0.59,73.4,90.21,26.04,hold,0,8.3
479,30.7,62.3,21.8,9.82,15.91,-6.09,38.34,54.91,15.33,heating,0,16.06
480,26.43,59.64,31.04,11.21,14.71,-3.51,51.11,66.37,18.03,heating,0,15.05
481,23.71,60.14,36.07,11.69,4.0,7.69,100.0,100.0,32.07,cooling,0,3.48
482,21.91,67.92,27.25,10.42,2.8,7.62,100.0,100.0,34.31,cooling,0,2.09
483,20.49,63.75,25.1,9.29,15.65,-6.35,37.33,54.91,16.03,heating,0,15.96
484,24.43,60.33,24.83,10.3,3.85,6.44,100.0,100.0,30.74,cooling,0,3.51
485,22.34,45.32,10.7,9.12,10.54,-1.42,59.03,77.34,16.77,hold,0,9.82
486,20.89,50.69,28.97,11.53,11.09,0.44,70.96,84.42,21.75,hold,0,11.07
487,22.58,57.15,25.4,11.37,12.7,-1.33,64.9,80.52,26.66,hold,0,12.14
488,21.63,58.82,27.12,10.11,17.37,-7.25,37.33,54.91,10.15,heating,0,16.91
489,27.67,49.37,20.47,9.18,-0.77,9.94,100.0,100.0,30.06,cooling,0,-0.75
490,25.91,76.72,22.37,9.05,-6.31,15.36,100.0,100.0,28.17,cooling,0,-6.71
491,23.97,69.81,22.22,8.0,5.18,2.83,85.6,99.76,26.93,cooling,0,4.89
492,27.22,62.75,30.59,11.15,25.43,-14.28,37.33,54.91,10.15,heating,0,25.43
493,24.16,58.66,22.41,9.68,27.32,-17.64,37.33,54.91,11.98,heating,0,26.49
494,22.11,56.46,36.78,9.18,25.69,-16.51,37.33,54.91,10.15,heating,0,25.43
495,27.31,50.75,27.14,9.76,8.38,1.38,72.65,87.53,24.03,hold,0,8.71
496,25.16,58.7,17.17,11.16,-5.21,16.37,100.0,100.0,33.44,cooling,0,-6.08
497,21.73,60.09,23.87,8.37,-10.0,18.37,100.0,100.0,30.23,cooling,0,-10.14
498,23.58,48.51,20.81,11.32,4.78,6.54,96.72,100.0,29.75,cooling,0,3.77
499,22.08,60.68,11.8,11.48,8.34,3.14,87.31,100.0,26.87,cooling,0,8.25
500,20.98,56.9,33.96,11.68,21.15,-9.47,37.33,54.91,12.56,heating,0,21.28
501,26.01,43.37,28.73,9.47,17.45,-7.98,37.33,57.93,12.12,heating,0,17.07
502,28.15,51.46,27.73,8.74,11.97,-3.23,60.89,75.88,20.8,heating,0,12.79
503,20.94,54.91,25.59,9.37,2.42,6.95,100.0,100.0,33.47,cooling,0,2.35
504,25.22,72.67,16.55,9.21,1.82,7.39,100.0,100.0,29.37,cooling,0,1.64
505,22.57,62.4,21.8,8.58,12.2,-3.62,49.75,66.26,15.31,heating,0,12.24
506,22.93,47.79,29.54,10.31,15.99,-5.68,39.09,54.92,14.53,heating,0,16.23
507,22.7,61.85,18.48,9.79,13.38,-3.59,56.4,71.23,15.08,heating,0,12.51
508,22.11,46.15,9.83,11.35,1.18,10.17,100.0,100.0,27.06,cooling,0,0.7
509,24.1,66.46,23.29,8.0,15.59,-7.59,37.33,54.91,12.65,heating,0,15.58
510,22.18,54.46,23.79,10.46,13.67,-3.21,53.69,69.54,18.1,heating,0,13.1
511,24.58,57.38,25.41,10.94,0.88,10.06,100.0,100.0,29.56,cooling,0,0.58
512,23.88,68.34,28.87,10.92,3.32,7.6,100.0,100.0,29.84,cooling,0,3.35
513,23.47,48.16,28.34,11.43,15.92,-4.48,42.75,58.61,12.3,heating,0,15.43
514,22.01,47.31,26.13,10.8,8.02,2.78,83.07,97.96,24.19,cooling,0,7.45
515,22.73,53.59,31.6,11.6,23.62,-12.02,37.33,54.91,13.59,heating,0,22.82
516,25.64,66.12,15.75,9.21,14.31,-5.11,43.02,57.42,11.54,heating,0,13.22
517,25.08,46.37,27.57,9.89,5.87,4.02,88.67,100.0,27.07,cooling,0,5.76
518,21.86,36.24,28.28,7.93,9.94,-2.02,62.03,85.12,17.8,heating,0,9.55
519,24.21,54.62,17.38,7.9,10.57,-2.67,64.26,80.2,17.37,heating,0,10.23
520,25.63,62.36,15.84,8.84,3.8,5.03,99.0,100.0,32.44,cooling,0,2.76
521,20.35,67.37,20.26,8.28,2.23,6.05,100.0,100.0,29.96,cooling,0,1.5
522,25.17,54.52,20.76,8.92,16.03,-7.11,37.33,54.91,12.58,heating,0,16.38
523,22.55,54.92,29.02,8.58,17.26,-8.68,37.33,56.21,10.15,heating,0,16.99
524,25.23,67.01,21.03,7.98,15.19,-7.21,37.33,54.91,10.72,heating,0,15.03
525,22.33,43.67,19.62,11.53,22.99,-11.46,37.33,55.5,13.71,heating,0,22.7
526,20.06,55.1,21.05,7.9,5.4,2.51,89.41,100.0,33.0,cooling,0,4.18
527,20.44,59.57,31.15,10.83,24.35,-13.52,37.33,54.91,10.15,heating,0,24.21
528,24.09,61.57,24.7,8.48,2.33,6.15,98.75,100.0,30.22,cooling,0,1.15
529,24.56,54.16,23.57,11.54,1.37,10.17,100.0,100.0,31.82,cooling,0,0.37
530,22.02,58.37,23.98,11.46,-5.02,16.48,100.0,100.0,29.77,cooling,0,-6.0
531,25.38,38.89,32.17,10.5,6.22,4.28,90.22,100.0,29.76,cooling,0,5.61
532,20.37,53.02,20.24,10.57,5.72,4.85,93.58,100.0,27.34,cooling,0,4.9
533,23.85,61.6,32.3,7.89,14.53,-6.64,37.33,54.91,12.51,heating,0,14.34
534,21.35,50.52,25.85,11.83,12.12,-0.29,73.85,97.33,22.11,hold,1,11.11
535,22.57,58.56,23.68,11.4,-0.17,11.57,100.0,100.0,33.44,cooling,0,-0.21
536,24.09,61.55,39.23,11.47,6.67,4.8,93.3,100.0,27.64,cooling,0,6.5
537,22.11,55.46,18.46,10.52,6.85,3.67,89.8,100.0,27.24,cooling,0,6.17
538,23.15,59.42,22.55,9.26,-5.15,14.41,100.0,100.0,32.89,cooling,0,-5.83
539,26.18,50.67,17.42,11.46,1.64,9.82,100.0,100.0,28.94,cooling,0,0.84
540,22.73,56.5,30.18,9.04,3.44,5.6,100.0,100.0,31.14,cooling,0,2.67
541,25.81,62.81,34.48,10.13,22.29,-12.16,37.33,56.38,10.15,heating,0,21.28
542,21.53,59.31,34.37,8.27,11.67,-3.4,53.64,71.38,14.92,heating,0,10.85
543,25.14,53.57,31.77,11.58,15.69,-4.12,43.98,59.61,14.96,heating,0,15.87
544,27.13,59.83,23.47,8.44,-2.78,11.22,100.0,100.0,29.02,cooling,0,-3.03
545,18.6,63.62,22.49,8.77,20.24,-11.47,37.33,54.91,11.11,heating,0,20.65
546,22.25,42.27,14.86,10.11,21.15,-11.04,37.33,54.91,13.19,heating,0,20.65
547,25.25,67.05,36.51,10.94,-7.06,18.0,100.0,100.0,29.84,cooling,0,-7.59
548,23.55,55.5,27.36,10.36,4.0,6.36,100.0,100.0,32.65,cooling,0,3.19
549,24.8,61.38,21.75,8.8,14.27,-5.47,41.75,54.91,13.96,heating,0,13.9
550,22.67,67.34,32.38,7.87,15.54,-7.67,37.33,54.91,13.07,heating,0,14.98
551,24.18,47.51,18.94,10.91,4.23,6.68,100.0,100.0,33.48,cooling,0,3.76
552,23.65,52.62,26.99,11.83,7.42,4.41,86.97,100.0,27.73,cooling,0,6.89
553,26.54,55.87,23.61,11.13,4.92,6.2,97.22,100.0,33.25,cooling,0,4.13
554,24.54,52.05,28.35,9.72,10.97,-1.25,58.83,76.67,20.47,hold,0,11.28
555,24.73,71.49,24.25,11.5,20.27,-8.76,37.33,54.91,11.15,heating,0,20.93
556,23.09,51.49,16.15,9.52,3.44,6.08,100.0,100.0,33.59,cooling,0,3.41
557,22.93,53.81,25.06,9.98,18.59,-8.61,37.33,56.04,12.73,heating,0,18.58
558,23.05,59.68,30.75,9.79,3.35,6.44,99.99,100.0,30.21,cooling,0,3.12
559,24.85,48.82,24.45,9.67,2.78,6.89,96.81,100.0,30.6,cooling,0,3.18
560,23.07,55.05,29.15,10.99,17.03,-6.04,42.55,56.09,15.99,heating,0,17.1
561,24.62,60.55,18.51,9.99,17.91,-7.92,37.33,54.91,13.11,heating,0,17.38
562,28.51,55.53,24.47,9.14,17.31,-8.17,37.33,56.99,15.84,heating,0,17.36
563,25.89,57.38,20.97,8.91,-1.22,10.13,100.0,100.0,33.17,cooling,0,-1.36
564,23.28,54.01,28.98,8.02,6.05,1.98,84.07,100.0,27.27,hold,0,5.05
565,26.61,46.41,24.8,10.21,17.07,-6.85,37.33,54.91,10.15,heating,0,16.74
566,23.1,60.58,28.65,8.79,10.39,-1.59,61.75,79.59,19.17,hold,0,10.57
567,19.55,71.65,30.97,8.47,0.85,7.62,100.0,100.0,31.14,cooling,0,-0.69
568,21.79,58.24,28.66,10.5,13.95,-3.45,63.28,77.69,21.38,heating,0,12.85
569,19.91,59.84,26.22,10.61,3.92,6.69,100.0,100.0,32.27,cooling,0,3.15
570,23.22,63.45,18.79,10.89,25.37,-14.48,37.33,54.91,12.54,heating,0,25.13
571,24.03,48.3,24.6,9.89,23.24,-13.34,37.33,54.91,12.44,heating,0,22.2
572,27.64,71.24,21.51,11.46,15.2,-3.73,48.72,64.12,17.06,heating,0,14.89
573,24.7,59.66,22.61,11.63,21.67,-10.03,37.33,56.26,10.48,heating,0,21.93
574,23.51,70.7,22.43,11.12,10.58,0.53,69.89,81.47,25.36,hold,0,10.18
575,25.8,52.44,18.9,10.43,16.57,-6.15,37.33,54.91,10.15,heating,0,16.86
576,19.17,72.14,13.19,9.09,22.66,-13.57,37.33,54.91,15.11,heating,0,21.93
